,Translation_error,Orientation_error,est_lat,est_lon,gt_lat,gt_lon
64,0.924167640088585,1.5825309013288755,38.751949843267695,23.39710720819818,38.7519545,23.3971154
65,1.1053058797045248,1.6937286428786038,38.751997665934134,23.39697391476316,38.7520065,23.3969682
66,1.0363207077738463,1.798171233932199,38.75205334858504,23.39682088343076,38.7520612,23.3968145
67,0.6504344280932416,1.9341059615469214,38.75210979044956,23.396657324838838,38.7521146,23.396661
68,2.5429381506432196,1.9686369614901744,38.75213360361151,23.396579440969703,38.7521314,23.3966085
69,2.389583198939682,2.00084047945213,38.75212342398872,23.39660070207206,38.7521189,23.3966275
70,2.184695175350844,1.63137419063696,38.75207696526726,23.396571002582025,38.7520621,23.3965873
71,2.3917071396093745,1.6251066099494103,38.752011716943684,23.396513763906633,38.7519927,23.3965266
72,2.4713291892815663,1.6021305690788599,38.7519213718938,23.3964335944553,38.7519012,23.3964456
73,3.761626575760345,1.5644186219410208,38.75180707845764,23.39633180881213,38.7517732,23.3963314
74,2.2305540320015083,1.57308246864498,38.751714035291364,23.39624954438675,38.751698,23.3962649
75,2.910285366707177,1.5592161558830708,38.751687154070815,23.396227190281373,38.7516912,23.3962602
76,3.292858803843331,1.524086590179139,38.75169725750331,23.396247365132,38.7516828,23.3962804
77,3.586421709531506,1.4367832566162761,38.75162433827315,23.396267052470584,38.7516055,23.3963005
78,4.773837917728849,1.306388793106347,38.751515681087106,23.396290265426433,38.7514834,23.3963264
79,4.160796961534821,1.200546651756236,38.75137829238902,23.396315609360144,38.751352,23.3963494
80,2.3434880213107308,1.1430569065527763,38.75128564287565,23.396330085929073,38.7512862,23.3963555
81,2.5236669710613415,0.9797912657581743,38.75129930747615,23.396327132032074,38.7512999,23.396355
82,3.764515524944719,0.8608174966274835,38.75125448727992,23.396372220291365,38.7512435,23.3964125
83,4.506113279186128,0.8334519803298841,38.75118838340976,23.396439763108756,38.7511715,23.3964862
84,5.550362683526461,0.8245502227173963,38.751089402227855,23.39653748238935,38.7510644,23.3965921
85,5.061376760682161,0.8407749246971843,38.750974305234315,23.396652704003017,38.7509533,23.3967035
86,2.871997378169927,0.8909816407707294,38.7508977451373,23.396731534961425,38.7508936,23.3967616
87,2.0652163739274796,0.8452531718732581,38.750897531581266,23.396731740806015,38.7509019,23.3967512
88,1.8587442661719253,0.9847390615052561,38.75086901024281,23.39668053816206,38.750862,23.3966969
89,2.0701185434866005,1.127329875205142,38.75080341935585,23.39662279537652,38.7507891,23.3966346
90,2.067071700727056,1.251795733036769,38.750720799712994,23.39655338429135,38.7507063,23.3965656
91,2.241053269687138,1.3802778252920624,38.75065982903721,23.396505140441956,38.7506604,23.3965292
92,2.8009715805189823,1.2130786458683307,38.75066423327899,23.396507999106316,38.7506722,23.3965373
93,1.7101965243979478,1.667577401859469,38.75070289035283,23.39645100002957,38.7507151,23.3964606
94,1.71870978805401,1.5707855943642148,38.750745768918925,23.396350452680043,38.7507603,23.3963536
95,1.77665533065712,1.517810413901661,38.75079118842011,23.396240361679887,38.7508067,23.3962394
